Date;Time;Global_active_power;Global_reactive_power;Voltage;Global_intensity;Sub_metering_1;Sub_metering_2;Sub_metering_3
16/12/2006;18:00:00;2.790;0.180;237.520;11.800;0.000;0.000;18.000
16/12/2006;18:01:00;2.624;0.144;238.200;11.000;0.000;0.000;17.000
16/12/2006;18:02:00;2.772;0.118;238.280;11.600;0.000;0.000;17.000
16/12/2006;18:03:00;3.740;0.108;236.930;16.400;0.000;16.000;18.000
16/12/2006;18:04:00;4.928;0.202;235.010;21.000;0.000;37.000;16.000
16/12/2006;18:05:00;6.052;0.192;232.930;26.200;0.000;37.000;17.000
16/12/2006;18:06:00;6.752;0.186;232.120;29.000;0.000;36.000;17.000
16/12/2006;18:07:00;6.474;0.144;231.850;27.800;0.000;37.000;16.000
16/12/2006;18:08:00;6.308;0.116;232.250;27.000;0.000;36.000;17.000
16/12/2006;18:09:00;4.464;0.136;234.660;19.000;0.000;37.000;16.000
16/12/2006;18:10:00;3.396;0.148;236.200;15.000;0.000;22.000;18.000
16/12/2006;18:11:00;3.090;0.152;237.070;13.800;0.000;12.000;17.000
16/12/2006;18:12:00;3.730;0.144;235.780;16.400;0.000;27.000;17.000
12/9/2010;04:49:00;0.244;0.060;243.330;1.200;0.000;0.000;0.000
12/9/2010;04:50:00;0.244;0.060;243.180;1.200;0.000;0.000;1.000
12/9/2010;04:51:00;0.224;0.064;242.810;1.000;0.000;0.000;1.000
12/9/2010;04:52:00;0.200;0.000;242.880;1.000;1.000;0.000;0.000
12/9/2010;04:53:00;0.192;0.000;243.340;1.200;0.000;0.000;1.000
12/9/2010;04:54:00;0.152;0.000;243.510;0.600;0.000;0.000;1.000
12/9/2010;04:55:00;0.168;0.000;243.500;1.000;0.000;0.000;0.000
12/9/2010;04:56:00;0.290;0.092;242.830;1.400;0.000;0.000;1.000
12/9/2010;04:57:00;0.268;0.092;243.190;1.200;0.000;0.000;0.000
12/9/2010;04:58:00;0.266;0.092;243.390;1.200;0.000;0.000;1.000
12/9/2010;04:59:00;0.268;0.092;243.250;1.200;0.000;0.000;1.000
12/9/2010;05:00:00;0.266;0.092;243.400;1.200;0.000;0.000;0.000
12/9/2010;05:01:00;0.260;0.092;243.260;1.200;0.000;0.000;1.000
12/9/2010;05:02:00;0.252;0.092;243.140;1.200;0.000;0.000;1.000
12/9/2010;05:03:00;0.270;0.092;243.090;1.400;0.000;0.000;0.000
12/9/2010;05:04:00;0.262;0.092;243.220;1.200;0.000;0.000;1.000
12/9/2010;05:05:00;0.256;0.092;243.050;1.200;0.000;0.000;1.000
12/9/2010;05:06:00;0.260;0.094;243.450;1.200;0.000;0.000;0.000
12/9/2010;05:07:00;0.256;0.094;243.550;1.200;0.000;0.000;1.000
12/9/2010;05:08:00;0.258;0.092;243.370;1.200;0.000;0.000;1.000
12/9/2010;05:09:00;0.256;0.092;243.110;1.200;0.000;0.000;0.000
12/9/2010;05:10:00;0.216;0.000;243.470;1.200;0.000;0.000;1.000
12/9/2010;05:11:00;0.160;0.000;243.470;0.800;0.000;0.000;1.000
12/9/2010;05:12:00;0.162;0.000;243.610;0.800;0.000;0.000;0.000
12/9/2010;05:13:00;0.160;0.000;243.460;0.800;0.000;0.000;1.000
12/9/2010;05:14:00;0.184;0.000;243.380;1.200;0.000;0.000;1.000
12/9/2010;05:15:00;0.210;0.000;242.990;1.000;0.000;0.000;0.000
12/9/2010;05:16:00;0.240;0.060;243.110;1.200;0.000;0.000;1.000
12/9/2010;05:17:00;0.240;0.060;243.250;1.200;0.000;0.000;1.000
12/9/2010;05:18:00;0.252;0.060;243.210;1.200;0.000;0.000;0.000
12/9/2010;05:19:00;0.252;0.060;243.310;1.200;0.000;0.000;1.000
12/9/2010;05:20:00;0.226;0.060;243.500;1.000;0.000;0.000;1.000
12/9/2010;05:21:00;0.248;0.060;243.340;1.200;0.000;0.000;0.000
12/9/2010;05:22:00;0.240;0.070;243.550;1.200;0.000;0.000;1.000
12/9/2010;05:23:00;0.282;0.110;243.860;1.400;0.000;0.000;0.000
12/9/2010;05:24:00;0.246;0.080;244.020;1.200;0.000;0.000;1.000
12/9/2010;05:25:00;0.344;0.182;243.850;1.800;0.000;0.000;1.000
12/9/2010;05:26:00;0.270;0.094;243.950;1.200;0.000;0.000;0.000
12/9/2010;05:27:00;0.266;0.096;244.440;1.200;0.000;0.000;1.000
12/9/2010;05:28:00;0.276;0.094;243.840;1.400;0.000;0.000;1.000
12/9/2010;05:29:00;0.250;0.096;244.120;1.000;0.000;0.000;0.000
12/9/2010;05:30:00;0.272;0.096;244.290;1.400;0.000;0.000;1.000
12/9/2010;05:31:00;0.260;0.096;244.190;1.200;0.000;0.000;1.000
12/9/2010;05:32:00;0.260;0.096;244.160;1.200;0.000;0.000;0.000
12/9/2010;05:33:00;0.268;0.094;244.010;1.400;0.000;0.000;1.000
12/9/2010;05:34:00;0.266;0.094;243.700;1.200;0.000;0.000;1.000
12/9/2010;05:35:00;0.246;0.094;243.670;1.000;0.000;0.000;0.000
12/9/2010;05:36:00;0.268;0.092;242.990;1.400;0.000;0.000;1.000
12/9/2010;05:37:00;0.250;0.090;242.720;1.200;0.000;0.000;1.000
12/9/2010;05:38:00;0.260;0.090;242.620;1.200;0.000;0.000;0.000
12/9/2010;05:39:00;0.178;0.000;242.640;1.000;0.000;0.000;1.000
12/9/2010;05:40:00;0.166;0.000;242.800;1.000;0.000;0.000;1.000
12/9/2010;05:41:00;0.368;0.000;242.810;2.200;0.000;0.000;3.000
12/9/2010;05:42:00;0.806;0.204;242.480;3.400;0.000;0.000;11.000
12/9/2010;05:43:00;0.826;0.204;242.680;3.400;0.000;0.000;12.000
12/9/2010;05:44:00;0.858;0.204;242.800;3.600;0.000;0.000;12.000
12/9/2010;05:45:00;0.866;0.204;242.860;3.600;0.000;0.000;12.000
12/9/2010;05:46:00;0.666;0.132;243.100;3.200;0.000;0.000;10.000
12/9/2010;05:47:00;0.162;0.000;243.330;0.800;0.000;0.000;1.000
12/9/2010;05:48:00;0.172;0.000;243.170;1.000;0.000;0.000;1.000
12/9/2010;05:49:00;0.218;0.000;243.490;1.400;0.000;0.000;0.000
12/9/2010;05:50:00;0.228;0.060;242.940;1.000;0.000;0.000;1.000
12/9/2010;05:51:00;0.240;0.060;242.760;1.200;0.000;0.000;0.000
12/9/2010;05:52:00;0.252;0.060;242.890;1.200;0.000;0.000;1.000
12/9/2010;05:53:00;0.308;0.118;242.740;1.600;0.000;0.000;1.000
12/9/2010;05:54:00;0.334;0.196;243.160;1.600;0.000;0.000;0.000
12/9/2010;05:55:00;0.340;0.196;242.940;1.600;0.000;0.000;1.000
12/9/2010;05:56:00;0.346;0.196;242.900;1.800;0.000;0.000;1.000
12/9/2010;05:57:00;0.344;0.194;242.750;1.800;0.000;0.000;0.000
12/9/2010;05:58:00;0.320;0.196;243.210;1.400;0.000;0.000;1.000
12/9/2010;05:59:00;0.320;0.182;243.180;1.600;0.000;0.000;1.000
12/9/2010;06:00:00;0.270;0.092;242.990;1.400;0.000;0.000;0.000
12/9/2010;06:01:00;0.270;0.092;243.110;1.400;0.000;0.000;1.000
12/9/2010;06:02:00;0.246;0.092;243.180;1.000;0.000;0.000;1.000
12/9/2010;06:03:00;0.256;0.092;242.890;1.200;0.000;0.000;0.000
12/9/2010;06:04:00;0.268;0.092;242.660;1.400;0.000;0.000;1.000
12/9/2010;06:05:00;0.268;0.090;242.580;1.400;0.000;0.000;1.000
12/9/2010;06:06:00;0.244;0.090;242.540;1.000;0.000;0.000;0.000
12/9/2010;06:07:00;0.238;0.050;242.490;1.200;0.000;0.000;1.000
12/9/2010;06:08:00;0.160;0.000;242.600;0.800;0.000;0.000;1.000
12/9/2010;06:09:00;0.160;0.000;242.510;0.800;0.000;0.000;0.000
12/9/2010;06:10:00;0.170;0.000;242.340;1.000;0.000;0.000;1.000
12/9/2010;06:11:00;0.148;0.000;242.420;0.600;0.000;0.000;1.000
12/9/2010;06:12:00;0.168;0.000;242.410;1.000;0.000;0.000;0.000
12/9/2010;06:13:00;0.166;0.000;242.440;1.000;0.000;0.000;1.000
12/9/2010;06:14:00;0.166;0.000;242.470;1.000;0.000;0.000;0.000
12/9/2010;06:15:00;0.148;0.000;242.550;0.600;0.000;0.000;1.000
12/9/2010;06:16:00;0.174;0.000;242.450;1.000;0.000;0.000;1.000
12/9/2010;06:17:00;0.162;0.000;242.510;0.800;0.000;0.000;0.000
12/9/2010;06:18:00;0.160;0.000;242.450;0.800;0.000;0.000;1.000
12/9/2010;06:19:00;0.160;0.000;242.160;0.800;0.000;0.000;1.000
12/9/2010;06:20:00;0.160;0.000;242.180;0.800;0.000;0.000;0.000
12/9/2010;06:21:00;0.160;0.000;242.300;0.800;0.000;0.000;1.000
12/9/2010;06:22:00;0.250;0.000;242.470;1.400;0.000;0.000;1.000
12/9/2010;06:23:00;0.334;0.156;242.700;1.600;0.000;0.000;0.000
12/9/2010;06:24:00;0.342;0.194;242.530;1.600;0.000;0.000;1.000
12/9/2010;06:25:00;0.340;0.194;242.560;1.600;0.000;0.000;1.000
12/9/2010;06:26:00;0.350;0.194;242.460;1.800;0.000;0.000;0.000
12/9/2010;06:27:00;0.346;0.192;242.030;1.800;0.000;0.000;1.000
12/9/2010;06:28:00;0.320;0.192;242.170;1.400;0.000;0.000;1.000
12/9/2010;06:29:00;0.342;0.192;242.040;1.800;0.000;0.000;0.000
12/9/2010;06:30:00;0.328;0.192;242.250;1.600;0.000;0.000;1.000
12/9/2010;06:31:00;0.326;0.192;242.200;1.600;0.000;0.000;0.000
12/9/2010;06:32:00;0.338;0.192;242.170;1.800;0.000;0.000;1.000
12/9/2010;06:33:00;0.280;0.144;242.280;1.200;0.000;0.000;1.000
12/9/2010;06:34:00;0.266;0.090;242.440;1.400;0.000;0.000;0.000
12/9/2010;06:35:00;0.266;0.090;242.480;1.400;0.000;0.000;1.000
12/9/2010;06:36:00;0.174;0.000;242.410;0.800;0.000;0.000;1.000
12/9/2010;06:37:00;0.172;0.000;242.510;1.000;0.000;0.000;0.000
12/9/2010;06:38:00;0.172;0.000;242.650;1.000;0.000;0.000;1.000
12/9/2010;06:39:00;0.148;0.000;242.330;0.600;0.000;0.000;1.000
12/9/2010;06:40:00;0.170;0.000;241.900;1.000;0.000;0.000;0.000
12/9/2010;06:41:00;0.160;0.000;242.250;0.800;0.000;0.000;1.000
12/9/2010;06:42:00;0.160;0.000;242.800;0.800;0.000;0.000;1.000
12/9/2010;06:43:00;0.172;0.000;243.180;1.000;0.000;0.000;0.000
12/9/2010;06:44:00;0.150;0.000;243.600;0.600;0.000;0.000;1.000
12/9/2010;06:45:00;0.172;0.000;243.220;1.000;0.000;0.000;1.000
12/9/2010;06:46:00;0.252;0.070;242.970;1.400;0.000;0.000;0.000
12/9/2010;06:47:00;0.244;0.078;242.550;1.200;0.000;1.000;1.000
12/9/2010;06:48:00;0.242;0.078;242.530;1.200;0.000;2.000;1.000
12/9/2010;06:49:00;0.254;0.078;242.640;1.200;0.000;1.000;0.000
12/9/2010;06:50:00;0.274;0.106;243.260;1.400;0.000;1.000;1.000
12/9/2010;06:51:00;0.354;0.218;243.700;1.800;0.000;2.000;1.000
12/9/2010;06:52:00;0.352;0.220;244.010;1.800;0.000;1.000;0.000
12/9/2010;06:53:00;0.348;0.220;244.040;1.800;0.000;1.000;1.000
12/9/2010;06:54:00;0.358;0.220;244.100;1.800;0.000;2.000;0.000
12/9/2010;06:55:00;0.346;0.220;244.050;1.600;0.000;1.000;1.000
12/9/2010;06:56:00;0.344;0.220;244.050;1.600;0.000;2.000;1.000
12/9/2010;06:57:00;0.388;0.256;243.550;2.000;0.000;1.000;0.000
12/9/2010;06:58:00;0.954;0.524;242.100;4.600;0.000;1.000;9.000
12/9/2010;06:59:00;1.066;0.564;242.190;5.000;0.000;2.000;11.000
12/9/2010;07:00:00;1.096;0.564;242.280;5.000;0.000;1.000;12.000
12/9/2010;07:01:00;1.110;0.564;242.220;5.200;0.000;2.000;13.000
12/9/2010;07:02:00;1.122;0.556;241.760;5.200;0.000;1.000;12.000
12/9/2010;07:03:00;0.448;0.328;242.560;2.400;0.000;1.000;2.000
12/9/2010;07:04:00;0.350;0.252;242.230;1.800;0.000;2.000;1.000
12/9/2010;07:05:00;0.312;0.182;242.420;1.600;0.000;1.000;0.000
12/9/2010;07:06:00;0.324;0.184;243.270;1.600;0.000;1.000;1.000
12/9/2010;07:07:00;0.284;0.146;243.410;1.400;0.000;2.000;1.000
12/9/2010;07:08:00;0.242;0.082;243.590;1.200;0.000;1.000;0.000
12/9/2010;07:09:00;0.242;0.082;244.120;1.200;0.000;1.000;1.000
12/9/2010;07:10:00;0.252;0.082;243.570;1.200;0.000;1.000;1.000
12/9/2010;07:11:00;0.240;0.080;243.430;1.200;0.000;2.000;0.000
12/9/2010;07:12:00;0.238;0.080;243.290;1.200;0.000;1.000;1.000
12/9/2010;07:13:00;0.250;0.080;242.860;1.200;0.000;1.000;1.000
12/9/2010;07:14:00;0.238;0.080;243.270;1.200;0.000;1.000;0.000
12/9/2010;07:15:00;0.236;0.080;242.970;1.200;0.000;2.000;1.000
12/9/2010;07:16:00;0.248;0.080;243.080;1.200;0.000;1.000;1.000
12/9/2010;07:17:00;0.226;0.082;243.950;1.000;0.000;1.000;0.000
12/9/2010;07:18:00;0.250;0.084;244.350;1.200;0.000;1.000;1.000
12/9/2010;07:19:00;0.330;0.186;243.410;1.600;0.000;2.000;0.000
12/9/2010;07:20:00;0.342;0.216;243.250;1.600;0.000;1.000;1.000
12/9/2010;07:21:00;0.348;0.214;242.850;1.800;0.000;1.000;1.000
12/9/2010;07:22:00;0.344;0.216;243.170;1.800;0.000;1.000;0.000
12/9/2010;07:23:00;0.322;0.218;243.310;1.600;0.000;1.000;1.000
12/9/2010;07:24:00;0.332;0.218;243.700;1.600;0.000;2.000;1.000
12/9/2010;07:25:00;0.338;0.220;243.880;1.800;0.000;1.000;0.000
12/9/2010;07:26:00;0.332;0.220;244.020;1.600;0.000;1.000;1.000
12/9/2010;07:27:00;0.336;0.220;243.940;1.800;0.000;1.000;1.000
12/9/2010;07:28:00;0.336;0.222;244.320;1.600;0.000;1.000;0.000
12/9/2010;04:49:00;0.244;0.060;243.330;1.200;0.000;0.000;0.000
12/9/2010;04:50:00;0.244;0.060;243.180;1.200;0.000;0.000;1.000
12/9/2010;04:51:00;0.224;0.064;242.810;1.000;0.000;0.000;1.000
12/9/2010;04:52:00;0.200;0.000;242.880;1.000;1.000;0.000;0.000
12/9/2010;04:53:00;0.192;0.000;243.340;1.200;0.000;0.000;1.000
12/9/2010;04:54:00;0.152;0.000;243.510;0.600;0.000;0.000;1.000
12/9/2010;04:55:00;0.168;0.000;243.500;1.000;0.000;0.000;0.000
12/9/2010;04:56:00;0.290;0.092;242.830;1.400;0.000;0.000;1.000
12/9/2010;04:57:00;0.268;0.092;243.190;1.200;0.000;0.000;0.000
12/9/2010;04:58:00;0.266;0.092;243.390;1.200;0.000;0.000;1.000
12/9/2010;04:59:00;0.268;0.092;243.250;1.200;0.000;0.000;1.000
12/9/2010;05:00:00;0.266;0.092;243.400;1.200;0.000;0.000;0.000
12/9/2010;05:01:00;0.260;0.092;243.260;1.200;0.000;0.000;1.000
12/9/2010;05:02:00;0.252;0.092;243.140;1.200;0.000;0.000;1.000
12/9/2010;05:03:00;0.270;0.092;243.090;1.400;0.000;0.000;0.000
12/9/2010;05:04:00;0.262;0.092;243.220;1.200;0.000;0.000;1.000
12/9/2010;05:05:00;0.256;0.092;243.050;1.200;0.000;0.000;1.000
12/9/2010;05:06:00;0.260;0.094;243.450;1.200;0.000;0.000;0.000
12/9/2010;05:07:00;0.256;0.094;243.550;1.200;0.000;0.000;1.000
12/9/2010;05:08:00;0.258;0.092;243.370;1.200;0.000;0.000;1.000
12/9/2010;05:09:00;0.256;0.092;243.110;1.200;0.000;0.000;0.000
12/9/2010;05:10:00;0.216;0.000;243.470;1.200;0.000;0.000;1.000
12/9/2010;05:11:00;0.160;0.000;243.470;0.800;0.000;0.000;1.000
12/9/2010;05:12:00;0.162;0.000;243.610;0.800;0.000;0.000;0.000
12/9/2010;05:13:00;0.160;0.000;243.460;0.800;0.000;0.000;1.000
12/9/2010;05:14:00;0.184;0.000;243.380;1.200;0.000;0.000;1.000
12/9/2010;05:15:00;0.210;0.000;242.990;1.000;0.000;0.000;0.000
12/9/2010;05:16:00;0.240;0.060;243.110;1.200;0.000;0.000;1.000
12/9/2010;05:17:00;0.240;0.060;243.250;1.200;0.000;0.000;1.000
12/9/2010;05:18:00;0.252;0.060;243.210;1.200;0.000;0.000;0.000
12/9/2010;05:19:00;0.252;0.060;243.310;1.200;0.000;0.000;1.000
12/9/2010;05:20:00;0.226;0.060;243.500;1.000;0.000;0.000;1.000
12/9/2010;05:21:00;0.248;0.060;243.340;1.200;0.000;0.000;0.000
12/9/2010;05:22:00;0.240;0.070;243.550;1.200;0.000;0.000;1.000
12/9/2010;05:23:00;0.282;0.110;243.860;1.400;0.000;0.000;0.000
12/9/2010;05:24:00;0.246;0.080;244.020;1.200;0.000;0.000;1.000
12/9/2010;05:25:00;0.344;0.182;243.850;1.800;0.000;0.000;1.000
12/9/2010;05:26:00;0.270;0.094;243.950;1.200;0.000;0.000;0.000
12/9/2010;05:27:00;0.266;0.096;244.440;1.200;0.000;0.000;1.000
12/9/2010;05:28:00;0.276;0.094;243.840;1.400;0.000;0.000;1.000
12/9/2010;05:29:00;0.250;0.096;244.120;1.000;0.000;0.000;0.000
12/9/2010;05:30:00;0.272;0.096;244.290;1.400;0.000;0.000;1.000
12/9/2010;05:31:00;0.260;0.096;244.190;1.200;0.000;0.000;1.000
12/9/2010;05:32:00;0.260;0.096;244.160;1.200;0.000;0.000;0.000
12/9/2010;05:33:00;0.268;0.094;244.010;1.400;0.000;0.000;1.000
12/9/2010;05:34:00;0.266;0.094;243.700;1.200;0.000;0.000;1.000
12/9/2010;05:35:00;0.246;0.094;243.670;1.000;0.000;0.000;0.000
12/9/2010;05:36:00;0.268;0.092;242.990;1.400;0.000;0.000;1.000
12/9/2010;05:37:00;0.250;0.090;242.720;1.200;0.000;0.000;1.000
12/9/2010;05:38:00;0.260;0.090;242.620;1.200;0.000;0.000;0.000
12/9/2010;05:39:00;0.178;0.000;242.640;1.000;0.000;0.000;1.000
12/9/2010;05:40:00;0.166;0.000;242.800;1.000;0.000;0.000;1.000
12/9/2010;05:41:00;0.368;0.000;242.810;2.200;0.000;0.000;3.000
12/9/2010;05:42:00;0.806;0.204;242.480;3.400;0.000;0.000;11.000
12/9/2010;05:43:00;0.826;0.204;242.680;3.400;0.000;0.000;12.000
12/9/2010;05:44:00;0.858;0.204;242.800;3.600;0.000;0.000;12.000
12/9/2010;05:45:00;0.866;0.204;242.860;3.600;0.000;0.000;12.000
12/9/2010;05:46:00;0.666;0.132;243.100;3.200;0.000;0.000;10.000
12/9/2010;05:47:00;0.162;0.000;243.330;0.800;0.000;0.000;1.000
12/9/2010;05:48:00;0.172;0.000;243.170;1.000;0.000;0.000;1.000
12/9/2010;05:49:00;0.218;0.000;243.490;1.400;0.000;0.000;0.000
12/9/2010;05:50:00;0.228;0.060;242.940;1.000;0.000;0.000;1.000
12/9/2010;05:51:00;0.240;0.060;242.760;1.200;0.000;0.000;0.000
12/9/2010;05:52:00;0.252;0.060;242.890;1.200;0.000;0.000;1.000
12/9/2010;05:53:00;0.308;0.118;242.740;1.600;0.000;0.000;1.000
12/9/2010;05:54:00;0.334;0.196;243.160;1.600;0.000;0.000;0.000
12/9/2010;05:55:00;0.340;0.196;242.940;1.600;0.000;0.000;1.000
12/9/2010;05:56:00;0.346;0.196;242.900;1.800;0.000;0.000;1.000
12/9/2010;05:57:00;0.344;0.194;242.750;1.800;0.000;0.000;0.000
12/9/2010;05:58:00;0.320;0.196;243.210;1.400;0.000;0.000;1.000
12/9/2010;05:59:00;0.320;0.182;243.180;1.600;0.000;0.000;1.000
12/9/2010;06:00:00;0.270;0.092;242.990;1.400;0.000;0.000;0.000
12/9/2010;06:01:00;0.270;0.092;243.110;1.400;0.000;0.000;1.000
12/9/2010;06:02:00;0.246;0.092;243.180;1.000;0.000;0.000;1.000
12/9/2010;06:03:00;0.256;0.092;242.890;1.200;0.000;0.000;0.000
12/9/2010;06:04:00;0.268;0.092;242.660;1.400;0.000;0.000;1.000
12/9/2010;06:05:00;0.268;0.090;242.580;1.400;0.000;0.000;1.000
12/9/2010;06:06:00;0.244;0.090;242.540;1.000;0.000;0.000;0.000
12/9/2010;06:07:00;0.238;0.050;242.490;1.200;0.000;0.000;1.000
12/9/2010;06:08:00;0.160;0.000;242.600;0.800;0.000;0.000;1.000
12/9/2010;06:09:00;0.160;0.000;242.510;0.800;0.000;0.000;0.000
12/9/2010;06:10:00;0.170;0.000;242.340;1.000;0.000;0.000;1.000
12/9/2010;06:11:00;0.148;0.000;242.420;0.600;0.000;0.000;1.000
12/9/2010;06:12:00;0.168;0.000;242.410;1.000;0.000;0.000;0.000
12/9/2010;06:13:00;0.166;0.000;242.440;1.000;0.000;0.000;1.000
12/9/2010;06:14:00;0.166;0.000;242.470;1.000;0.000;0.000;0.000
12/9/2010;06:15:00;0.148;0.000;242.550;0.600;0.000;0.000;1.000
12/9/2010;06:16:00;0.174;0.000;242.450;1.000;0.000;0.000;1.000
12/9/2010;06:17:00;0.162;0.000;242.510;0.800;0.000;0.000;0.000
12/9/2010;06:18:00;0.160;0.000;242.450;0.800;0.000;0.000;1.000
12/9/2010;06:19:00;0.160;0.000;242.160;0.800;0.000;0.000;1.000
12/9/2010;06:20:00;0.160;0.000;242.180;0.800;0.000;0.000;0.000
12/9/2010;06:21:00;0.160;0.000;242.300;0.800;0.000;0.000;1.000
12/9/2010;06:22:00;0.250;0.000;242.470;1.400;0.000;0.000;1.000
12/9/2010;06:23:00;0.334;0.156;242.700;1.600;0.000;0.000;0.000
12/9/2010;06:24:00;0.342;0.194;242.530;1.600;0.000;0.000;1.000
12/9/2010;06:25:00;0.340;0.194;242.560;1.600;0.000;0.000;1.000
12/9/2010;06:26:00;0.350;0.194;242.460;1.800;0.000;0.000;0.000
12/9/2010;06:27:00;0.346;0.192;242.030;1.800;0.000;0.000;1.000
12/9/2010;06:28:00;0.320;0.192;242.170;1.400;0.000;0.000;1.000
12/9/2010;06:29:00;0.342;0.192;242.040;1.800;0.000;0.000;0.000
12/9/2010;06:30:00;0.328;0.192;242.250;1.600;0.000;0.000;1.000
12/9/2010;06:31:00;0.326;0.192;242.200;1.600;0.000;0.000;0.000
12/9/2010;06:32:00;0.338;0.192;242.170;1.800;0.000;0.000;1.000
12/9/2010;06:33:00;0.280;0.144;242.280;1.200;0.000;0.000;1.000
12/9/2010;06:34:00;0.266;0.090;242.440;1.400;0.000;0.000;0.000
12/9/2010;06:35:00;0.266;0.090;242.480;1.400;0.000;0.000;1.000
12/9/2010;06:36:00;0.174;0.000;242.410;0.800;0.000;0.000;1.000
12/9/2010;06:37:00;0.172;0.000;242.510;1.000;0.000;0.000;0.000
12/9/2010;06:38:00;0.172;0.000;242.650;1.000;0.000;0.000;1.000
12/9/2010;06:39:00;0.148;0.000;242.330;0.600;0.000;0.000;1.000
12/9/2010;06:40:00;0.170;0.000;241.900;1.000;0.000;0.000;0.000
12/9/2010;06:41:00;0.160;0.000;242.250;0.800;0.000;0.000;1.000
12/9/2010;06:42:00;0.160;0.000;242.800;0.800;0.000;0.000;1.000
12/9/2010;06:43:00;0.172;0.000;243.180;1.000;0.000;0.000;0.000
12/9/2010;06:44:00;0.150;0.000;243.600;0.600;0.000;0.000;1.000
12/9/2010;06:45:00;0.172;0.000;243.220;1.000;0.000;0.000;1.000
12/9/2010;06:46:00;0.252;0.070;242.970;1.400;0.000;0.000;0.000
12/9/2010;06:47:00;0.244;0.078;242.550;1.200;0.000;1.000;1.000
12/9/2010;06:48:00;0.242;0.078;242.530;1.200;0.000;2.000;1.000
12/9/2010;06:49:00;0.254;0.078;242.640;1.200;0.000;1.000;0.000
12/9/2010;06:50:00;0.274;0.106;243.260;1.400;0.000;1.000;1.000
12/9/2010;06:51:00;0.354;0.218;243.700;1.800;0.000;2.000;1.000
12/9/2010;06:52:00;0.352;0.220;244.010;1.800;0.000;1.000;0.000
12/9/2010;06:53:00;0.348;0.220;244.040;1.800;0.000;1.000;1.000
12/9/2010;06:54:00;0.358;0.220;244.100;1.800;0.000;2.000;0.000
12/9/2010;06:55:00;0.346;0.220;244.050;1.600;0.000;1.000;1.000
12/9/2010;06:56:00;0.344;0.220;244.050;1.600;0.000;2.000;1.000
12/9/2010;06:57:00;0.388;0.256;243.550;2.000;0.000;1.000;0.000
